id;cnpj_base;cnpj_ordem;cnpj_dv;situacao_data;atividade_inicio;cnae_principal;cep;uf;municipio;cnae_descricao;natureza;capital_social;porte_empresa;natureza_descricao;matchmaking
151490019SP;81115149;0019;47;2018-08-01;2018-08-01;6424703;11320000;SP;7121;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
453330001CE;31445333;0001;58;2018-09-01;2018-09-01;4930202;62880255;CE;1253;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;2
495220005MG;23949522;0005;63;2018-09-01;2018-09-01;6424703;38840000;MG;4285;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
483260001RS;31448326;0001;00;2018-09-01;2018-09-01;3811400;96745000;RS;8693;Coleta de resíduos não-perigosos;2143;12000.0;demais;Cooperativa;2
252700017SC;78825270;0017;96;2018-09-01;2018-09-01;6424703;89110010;SC;8117;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
252700019SC;78825270;0019;58;2018-09-01;2018-09-01;6424703;89120000;SC;8357;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
427200013MG;86442720;0013;66;2018-09-01;2018-09-01;4930202;37068000;MG;5413;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;2
400710009RS;78840071;0009;47;2018-09-01;2018-09-01;6424703;99950000;RS;8921;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
420690100SP;79342069;0100;35;2018-09-01;2018-09-01;6424703;13760000;SP;7173;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
569970001RO;31556997;0001;94;2018-09-01;2018-09-01;0312401;76834899;RO;0003;Pesca de peixes em água doce;2143;3620.0;demais;Cooperativa;2
047980023SP;51304798;0023;01;2018-09-01;2018-09-01;4693100;13073055;SP;6291;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;2143;0.0;demais;Cooperativa;2
161310018RS;81016131;0018;07;2018-09-01;2018-09-01;6424703;95020000;RS;8599;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
913580001RS;31591358;0001;60;2018-09-01;2018-09-01;9412099;99560000;RS;8903;Outras atividades associativas profissionais;2143;0.0;demais;Cooperativa;3
908850001RJ;28890885;0001;60;2017-10-01;2017-10-01;6810201;22725030;RJ;6001;Compra e venda de imóveis próprios;2143;3000.0;demais;Cooperativa;2
286920001MG;31628692;0001;40;2018-09-01;2018-09-01;5229001;34515020;MG;5133;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;2143;20000.0;demais;Cooperativa;2
394510087SC;82639451;0087;08;2018-09-01;2018-09-01;6424703;88359000;SC;8055;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
513900009MT;95851390;0009;77;2018-10-01;2018-10-01;4623199;78670000;MT;9183;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;9000000.0;demais;Cooperativa;2
909040001ES;31690904;0001;10;2018-10-01;2018-10-01;4930202;29350970;ES;5685;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;3
635740024SP;79063574;0024;55;2018-10-01;2018-10-01;6424703;19907270;SP;6795;Cooperativas de crédito mútuo;2143;500000.0;demais;Cooperativa;3
588240092SC;83158824;0092;59;2018-10-01;2018-10-01;0163600;89514899;SC;8057;Atividades de pós-colheita;2143;0.0;demais;Cooperativa;2
088790001PA;31808879;0001;26;2018-10-01;2018-10-01;4921302;68740005;PA;0447;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;2143;1175700.0;demais;Cooperativa;2
104750001PA;31810475;0001;77;2018-10-01;2018-10-01;9430800;68180610;PA;0471;Atividades de associações de defesa de direitos sociais;2143;10500.0;demais;Cooperativa;2
632230178MT;77863223;0178;59;2018-10-01;2018-10-01;4632001;78890000;MT;9907;Comércio atacadista de cereais e leguminosas beneficiados;2143;287997008.16;demais;Cooperativa;3
201870001SP;31820187;0001;01;2018-10-01;2018-10-01;5250803;11472010;SP;6475;Agenciamento de cargas, exceto para o transporte marítimo;2143;5400.0;demais;Cooperativa;2
480520001PI;31848052;0001;46;2018-10-01;2018-10-01;1822999;64215333;PI;1153;Serviços de acabamentos gráficos, exceto encadernação e plastificação;2143;11500.0;demais;Cooperativa;2
608130004MG;18560813;0004;44;2018-10-01;2018-10-01;4623106;38689000;MG;0588;Comércio atacadista de sementes, flores, plantas e gramas;2143;0.0;demais;Cooperativa;3
983330001PR;31898333;0001;03;2018-10-01;2018-10-01;8630504;80320300;PR;7535;Atividade odontológica;2143;0.0;demais;Cooperativa;3
379160061SP;54037916;0061;86;2017-12-01;2017-12-01;6424703;18600040;SP;6249;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
824300004SC;11282430;0004;02;2018-10-01;2018-10-01;3511501;88485000;SC;8313;Geração de energia elétrica;2143;10272.88;demais;Cooperativa;2
196280001RJ;31919628;0001;19;2018-11-01;2018-11-01;4929902;28230000;RJ;0782;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2143;20000.0;demais;Cooperativa;2
463040002PR;31046304;0002;02;2018-11-01;2018-11-01;4633801;87720140;PR;7749;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;0.0;demais;Cooperativa;2
445110001RJ;32044511;0001;00;2018-11-01;2018-11-01;8712300;24800101;RJ;5837;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;2143;700.0;demais;Cooperativa;2
970850040SP;78597085;0040;30;2018-11-01;2018-11-01;4771704;17930000;SP;7203;Comércio varejista de medicamentos veterinários;2143;0.0;demais;Cooperativa;2
438990002MG;28243899;0002;73;2018-11-01;2018-11-01;4619200;36013020;MG;4733;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;2143;1050.0;demais;Cooperativa;2
366410001AM;32136641;0001;64;2018-11-01;2018-11-01;4789099;69068020;AM;0255;Comércio varejista de outros produtos não especificados anteriormente;2143;210000.0;demais;Cooperativa;3
331820010SC;82133182;0010;24;2018-11-01;2018-11-01;6424703;89120000;SC;8357;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
606900001SP;32160690;0001;32;2018-12-01;2018-12-01;7319003;07111010;SP;6477;Marketing direto;2143;100000.0;demais;Cooperativa;2
628210001MT;32162821;0001;10;2018-12-01;2018-12-01;0161099;78880000;MT;9905;Atividades de apoio à agricultura não especificadas anteriormente;2143;46000.0;demais;Cooperativa;2
657260001CE;32165726;0001;70;2018-12-01;2018-12-01;7912100;62690000;CE;1571;Operadores turísticos;2143;1500.0;demais;Cooperativa;2
754490001PE;32175449;0001;87;2018-12-01;2018-12-01;4687701;52041740;PE;2531;Comércio atacadista de resíduos de papel e papelão;2143;1100.0;demais;Cooperativa;2
982080001MT;32298208;0001;25;2018-12-01;2018-12-01;2061400;78750899;MT;9151;Fabricação de sabões e detergentes sintéticos;2143;20000.0;demais;Cooperativa;2
019090001PA;32301909;0001;76;2018-12-01;2018-12-01;4921301;67200000;PA;0054;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;2143;200000.0;demais;Cooperativa;2
204890001DF;32320489;0001;75;2018-12-01;2018-12-01;0119999;73131900;DF;9701;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;2143;6000.0;demais;Cooperativa;2
705660103MG;20770566;0103;34;2018-02-01;2018-02-01;4611700;37417210;MG;5385;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;2
873570078RS;88587357;0078;48;2018-07-01;2018-07-01;4711302;95185000;RS;8593;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
264900005MG;25626490;0005;90;2019-01-01;2019-01-01;6424703;37200154;MG;4763;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
835910001BA;32383591;0001;10;2019-01-01;2019-01-01;3811400;46380000;BA;3431;Coleta de resíduos não-perigosos;2143;15500.0;demais;Cooperativa;2
634830009BA;14463483;0009;22;2019-01-01;2019-01-01;1052000;45700000;BA;3629;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
548810022MS;24654881;0022;57;2019-01-01;2019-01-01;6424703;79002075;MS;9051;Cooperativas de crédito mútuo;2143;12500000.0;demais;Cooperativa;3
193890001RO;32519389;0001;72;2019-01-01;2019-01-01;6424703;76806640;RO;0003;Cooperativas de crédito mútuo;2143;1000.0;demais;Cooperativa;2
817060012PR;77781706;0012;15;2019-01-01;2019-01-01;8640202;84045981;PR;7777;Laboratórios clínicos;2143;0.0;demais;Cooperativa;3
756420010GO;86675642;0010;05;2019-01-01;2019-01-01;4683400;73850000;GO;9325;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
070460013SC;81607046;0013;09;2019-01-01;2019-01-01;6424703;89237001;SC;8179;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
824960047RS;91982496;0047;84;2019-02-01;2019-02-01;0141501;98290000;RS;8611;Produção de sementes certificadas, exceto de forrageiras para pasto;2143;0.0;demais;Cooperativa;3
025470001AL;32702547;0001;25;2019-02-01;2019-02-01;0133499;57340000;AL;2751;Cultivo de frutas de lavoura permanente não especificadas anteriormente;2143;44000.0;demais;Cooperativa;2
179700010RJ;35917970;0010;21;2019-02-01;2019-02-01;8599604;27258000;RJ;5925;Treinamento em desenvolvimento profissional e gerencial;2143;0.0;demais;Cooperativa;2
889630007ES;35988963;0007;15;2019-02-01;2019-02-01;8630503;29900077;ES;5663;Atividade médica ambulatorial restrita a consultas;2143;0.0;demais;Cooperativa;2
919600001SP;26091960;0001;06;2019-04-01;2016-09-01;4687703;06266150;SP;6789;Comércio atacadista de resíduos e sucatas metálicos;2143;1500.0;demais;Cooperativa;2
572890092RS;90657289;0092;46;2019-03-01;2019-03-01;4753900;98200000;RS;8701;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;2143;0.0;demais;Cooperativa;3
994910082SP;81099491;0082;37;2019-03-01;2019-03-01;6424703;04754010;SP;7107;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
994910085SP;81099491;0085;80;2019-03-01;2019-03-01;6424703;04635001;SP;7107;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
144500263PR;79114450;0263;93;2019-03-01;2019-03-01;4692300;86350000;PR;7853;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;167934000.0;demais;Cooperativa;3
420850049ES;27942085;0049;28;2019-03-01;2019-03-01;4639701;29830000;ES;5677;Comércio atacadista de produtos alimentícios em geral;2143;27982393.41;demais;Cooperativa;2
052360001AC;33005236;0001;70;2019-03-01;2019-03-01;1069400;69930000;AC;0149;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;2143;24000.0;demais;Cooperativa;2
143970001RS;33014397;0001;20;2019-03-01;2019-03-01;9499500;90040180;RS;8801;Atividades associativas não especificadas anteriormente;2143;8214021.05;demais;Cooperativa;2
290100001CE;33029010;0001;09;2019-03-01;2019-03-01;1069400;61607150;CE;1373;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;2143;0.0;demais;Cooperativa;2
022070011MG;66402207;0011;72;2019-03-01;2019-03-01;6424703;37580000;MG;4867;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
627800001CE;33062780;0001;53;2019-03-01;2019-03-01;1069400;62850000;CE;1369;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;2143;350.0;demais;Cooperativa;2
451900001DF;33145190;0001;94;2019-03-01;2019-03-01;8650001;72015570;DF;9701;Atividades de enfermagem;2143;5000.0;demais;Cooperativa;2
480200001CE;33148020;0001;63;2019-03-01;2019-03-01;4633801;63750000;CE;1565;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;15000.0;demais;Cooperativa;2
603520001SP;33160352;0001;63;2019-03-01;2019-03-01;4687701;02237030;SP;7107;Comércio atacadista de resíduos de papel e papelão;2143;700.0;demais;Cooperativa;2
179700011RJ;35917970;0011;02;2019-02-01;2019-02-01;6550200;23900215;RJ;5801;Planos de saúde;2143;0.0;demais;Cooperativa;2
060390027SP;81206039;0027;09;2019-04-01;2019-04-01;6424703;19570000;SP;6949;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
060390028SP;81206039;0028;81;2019-04-01;2019-04-01;6424703;19360000;SP;7055;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
144500264PR;79114450;0264;74;2019-04-01;2019-04-01;2013402;87065590;PR;7691;Fabricação de adubos e fertilizantes, exceto organo-minerais;2143;167934000.0;demais;Cooperativa;3
191330001MG;33319133;0001;84;2019-04-01;2019-04-01;4929902;35680224;MG;4675;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2143;125000.0;demais;Cooperativa;2
457330012MG;19445733;0012;10;2019-04-01;2019-04-01;4683400;38840000;MG;4285;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
337700031MG;87733770;0031;47;2019-04-01;2019-04-01;6424703;37540000;MG;5191;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
154080001MS;33415408;0001;83;2019-04-01;2019-04-01;4632003;79017185;MS;9051;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;2
252700045SC;78825270;0045;40;2019-04-01;2019-04-01;6424703;89840000;SC;8085;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
089700001GO;33508970;0001;51;2019-05-01;2019-05-01;3839499;75620000;GO;9549;Recuperação de materiais não especificados anteriormente;2143;3500.0;demais;Cooperativa;2
218050001GO;33521805;0001;30;2019-05-01;2019-05-01;8650001;74290100;GO;9373;Atividades de enfermagem;2143;49000.0;demais;Cooperativa;2
226900022AC;33022690;0022;63;2019-05-01;2019-05-01;6424703;69980000;AC;0107;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
674580001MA;33567458;0001;86;2019-05-01;2019-05-01;4633801;65913110;MA;0803;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;18000.0;demais;Cooperativa;2
951420001SP;26295142;0001;17;2016-10-01;2016-10-01;4930202;03758070;SP;7107;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;5000.0;demais;Cooperativa;2
409520001MG;33640952;0001;29;2019-05-01;2019-05-01;4923002;31920242;MG;4123;Serviço de transporte de passageiros - locação de automóveis com motorista;2143;0.0;demais;Cooperativa;2
666850045MG;25266685;0045;64;2019-05-01;2019-05-01;4621400;37262000;MG;5197;Comércio atacadista de café em grão;2143;0.0;demais;Cooperativa;2
420690109PR;79342069;0109;73;2019-05-01;2019-05-01;6424703;87080000;PR;7691;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
732120116RS;83573212;0116;34;2019-05-01;2019-05-01;4683400;99810000;RS;8913;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;65717825.06;demais;Cooperativa;3
104380001SP;33810438;0001;94;2019-06-01;2019-06-01;4929902;14415000;SP;6827;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2143;2000.0;demais;Cooperativa;3
322460021SP;45232246;0021;70;2018-09-01;2018-09-01;6550200;14025000;SP;6969;Planos de saúde;2143;0.0;demais;Cooperativa;2
831650009MT;32983165;0009;74;2019-06-01;2019-06-01;6424703;78835000;MT;0093;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
382370002RN;70038237;0002;28;2019-06-01;2019-06-01;6424703;59151610;RN;1779;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
670860030RJ;32467086;0030;98;2019-06-01;2019-06-01;6424703;24900860;RJ;5853;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
327360001SP;33932736;0001;57;2019-06-01;2019-06-01;4930201;14710104;SP;6221;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.;2143;12000.0;demais;Cooperativa;2
223390012SP;65422339;0012;84;2019-06-01;2019-06-01;6550200;13960000;SP;7143;Planos de saúde;2143;0.0;demais;Cooperativa;2
937310068PR;76093731;0068;06;2019-06-01;2019-06-01;5211701;81050500;PR;7535;Armazéns gerais - emissão de warrant;2143;0.0;demais;Cooperativa;3
709550001SP;34070955;0001;37;2019-07-01;2019-07-01;8550302;11020000;SP;7071;Atividades de apoio à educação, exceto caixas escolares;2143;800.0;demais;Cooperativa;2
622760019SP;10262276;0019;20;2019-07-01;2019-07-01;6424703;19570000;SP;6949;Cooperativas de crédito mútuo;2143;12400.0;demais;Cooperativa;3
935480001TO;34093548;0001;45;2019-07-01;2019-07-01;8112500;77021036;TO;9733;Condomínios prediais;2143;20000.0;demais;Cooperativa;2
043890001CE;34104389;0001;37;2019-07-01;2019-07-01;4631100;63870000;CE;1347;Comércio atacadista de leite e laticínios;2143;6000.0;demais;Cooperativa;2
382370004RN;70038237;0004;90;2019-07-01;2019-07-01;6424703;59380000;RN;1661;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
353650001BA;34135365;0001;45;2019-07-01;2019-07-01;8299799;44850000;BA;3735;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;2143;12000.0;demais;Cooperativa;2
565910004GO;37256591;0004;15;2019-07-01;2019-07-01;6550200;75600000;GO;9379;Planos de saúde;2143;0.0;demais;Cooperativa;2
892800005BA;97489280;0005;09;2019-07-01;2019-07-01;6424703;45700000;BA;3629;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
848770001MG;34184877;0001;00;2019-07-01;2019-07-01;5320202;31655010;MG;4123;Serviços de entrega rápida;2143;1000.0;demais;Cooperativa;3
040180002BA;32004018;0002;39;2019-07-01;2019-07-01;4930202;45007230;BA;3965;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;7800.0;demais;Cooperativa;2
674550002RJ;31167455;0002;00;2019-07-01;2019-07-01;9412099;25625027;RJ;5877;Outras atividades associativas profissionais;2143;0.0;demais;Cooperativa;2
161310020RS;81016131;0020;21;2019-07-01;2019-07-01;6424703;96570000;RS;8555;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
819490002RS;29481949;0002;13;2019-07-01;2019-07-01;3811400;96545000;RS;1008;Coleta de resíduos não-perigosos;2143;400.0;demais;Cooperativa;2
185800001BA;34318580;0001;81;2019-07-01;2019-07-01;0153901;45240000;BA;3709;Criação de caprinos;2143;24600.0;demais;Cooperativa;2
721370001RS;27172137;0001;80;2017-02-01;2017-02-01;4724500;93540400;RS;8771;Comércio varejista de hortifrutigranjeiros;2143;4000.0;demais;Cooperativa;2
